Taxon,Region,FirstRecord
Eballistra oryzae,Americas,1953
Eblisia bakewelli,Asia and the Pacific,1870
Eburia pilosa,Americas,1964
Ecballium elaterium,Asia and the Pacific,1907
Ecballium elaterium,Europe and Central Asia,1844
Eccoptolonthus rutiliventris,Europe and Central Asia,2012
Eccremocarpus scaber,Asia and the Pacific,1888
Eccritotarsus catarinensis,Africa,1996
Echemeteryx madagascariensis,Europe and Central Asia,1938
Echeveria peacockii,Americas,2004
Echeveria pulvinata,Americas,2006
Echeveria secunda,Asia and the Pacific,1954
Echeveria setosa,Asia and the Pacific,1987
Echinacea purpurea,Americas,1971
Echinochlea glabrescens,Americas,1895
Echinochlea phyllopogan,Americas,1928
Echinochloa colona,Africa,1884
Echinochloa colona,Americas,1835
Echinochloa colona,Asia and the Pacific,1907
Echinochloa colona,Europe and Central Asia,1697
Echinochloa crus-galli,Americas,1846
Echinochloa crus-galli,Asia and the Pacific,1863
Echinochloa crus-galli,Europe and Central Asia,400
Echinochloa crus-pavonis,Americas,1854
Echinochloa crus-pavonis,Asia and the Pacific,1922
Echinochloa crus-pavonis var. crus-pavonis,Americas,1921
Echinochloa crusgalli,Americas,1854
Echinochloa crusgalli,Asia and the Pacific,1954
Echinochloa crusgalli,Europe and Central Asia,1909
Echinochloa esculenta,Asia and the Pacific,1913
Echinochloa frumentacea,Americas,1900
Echinochloa frumentacea,Asia and the Pacific,1909
Echinochloa frumentacea,Europe and Central Asia,1990
Echinochloa inundata,Europe and Central Asia,1908
Echinochloa jubata,Europe and Central Asia,1887
Echinochloa muricata,Asia and the Pacific,1895
Echinochloa muricata,Europe and Central Asia,1887
Echinochloa oryzoides,Americas,1919
Echinochloa oryzoides,Asia and the Pacific,1905
Echinochloa oryzoides,Europe and Central Asia,1896
Echinochloa polystachya,Americas,1890
Echinochloa polystachya,Asia and the Pacific,1985
Echinochloa pyramidalis,Americas,1966
Echinochloa pyramidalis,Asia and the Pacific,1999
Echinochloa stagnina,Americas,1990
Echinochloa telmatophila,Asia and the Pacific,1958
Echinochloa walteri,Americas,1910
Echinococcus multilocularis,Europe and Central Asia,1939
Echinocystis lobata,Europe and Central Asia,1807
Echinoderma rubellum,Europe and Central Asia,1993
Echinodorus grisebachii,Asia and the Pacific,2012
Echinodorus rostratus,Americas,1939
Echinogammarus berilloni,Europe and Central Asia,1924
Echinogammarus ischnus,Americas,1995
Echinogammarus ischnus,Europe and Central Asia,1928
Echinogammarus trichiatus,Europe and Central Asia,1996
Echinogammarus warpachowskyi,Europe and Central Asia,1953
Echinolaelaps echidninus,Europe and Central Asia,1955
Echinolepis carioca,Europe and Central Asia,1957
Echinopogon ovatus,Asia and the Pacific,1915
Echinops banaticus,Europe and Central Asia,1700
Echinops bannaticus,Asia and the Pacific,2013
Echinops bannaticus,Europe and Central Asia,1910
Echinops exaltatus,Americas,1950
Echinops exaltatus,Europe and Central Asia,1600
Echinops ritro,Europe and Central Asia,1839
Echinops sphaerocephalus,Americas,1916
Echinops sphaerocephalus,Asia and the Pacific,1976
Echinops sphaerocephalus,Europe and Central Asia,1652
Echinopsis albispinosa,Europe and Central Asia,1959
Echinopsis calochlora,Americas,2002
Echinopsis chiloensis,Asia and the Pacific,1843
Echinopsis ferox,Asia and the Pacific,1843
Echinopsis oxygona,Asia and the Pacific,1998
Echinopsis pachanoi,Americas,2002
Echinopsis spachiana,Europe and Central Asia,1983
Echinothrips americanus,Asia and the Pacific,1999
Echinothrips americanus,Europe and Central Asia,1993
Echinus esculentus,Europe and Central Asia,1872
Echium candicans,Americas,1969
Echium candicans,Asia and the Pacific,1878
Echium candicans,Europe and Central Asia,1788
Echium creticum,Europe and Central Asia,1946
Echium italicum,Asia and the Pacific,1875
Echium italicum,Europe and Central Asia,1900
Echium pininana,Americas,1967
Echium pininana,Asia and the Pacific,1973
Echium pininana,Europe and Central Asia,1971
Echium plantagineum,Africa,1858
Echium plantagineum,Americas,1911
Echium plantagineum,Asia and the Pacific,1879
Echium plantagineum,Europe and Central Asia,1690
Echium rosulatum,Europe and Central Asia,1927
Echium vulgare,Africa,1913
Echium vulgare,Americas,1862
Echium vulgare,Asia and the Pacific,1869
Echium vulgare,Europe and Central Asia,1741
Echmepteryx madagascariensis,Americas,1967
Eclectus roratus,Americas,1972
Eclectus roratus,Asia and the Pacific,1919
Eclipta alba,Americas,1865
Eclipta prostrata,Africa,1900
Eclipta prostrata,Americas,1848
Eclipta prostrata,Asia and the Pacific,1824
Eclipta prostrata,Europe and Central Asia,1793
Ecteinascidia imperfecta,Americas,1979
Ecteinascidia styeloides,Europe and Central Asia,1983
Ecteinascidia thurstoni,Europe and Central Asia,1999
Ecteinascidia turbinata,Asia and the Pacific,1959
Ecteinascidia turbinata,Europe and Central Asia,1979
Ectobius lapponicus,Americas,1984
Ectobius lucidus,Americas,2000
Ectobius pallidus,Americas,1948
Ectobius sylvestris,Americas,1991
Ectocarpus caspicus,Europe and Central Asia,1980
Ectocarpus siliculosus,Europe and Central Asia,1899
Ectoedemia erythrogenella,Europe and Central Asia,1973
Ectoedemia hannoverella,Europe and Central Asia,2003
Ectoedemia heringella,Europe and Central Asia,2002
Ectoedemia sericopeza,Europe and Central Asia,1975
Ectopleura crocea,Africa,1947
Ectopleura crocea,Americas,1865
Ectopleura crocea,Asia and the Pacific,1884
Ectopleura crocea,Europe and Central Asia,1989
Ectopsocopsis cryptomeriae,Europe and Central Asia,1955
Ectopsocus axillaris,Europe and Central Asia,1991
Ectopsocus briggsi,Europe and Central Asia,1899
Ectopsocus californicus,Americas,2003
Ectopsocus maindroni,Americas,1967
Ectopsocus maindroni,Europe and Central Asia,1954
Ectopsocus meridionalis,Americas,1967
Ectopsocus meridionalis,Europe and Central Asia,1904
Ectopsocus pumilis,Europe and Central Asia,1984
Ectopsocus richardsi,Americas,1967
Ectopsocus richardsi,Europe and Central Asia,1929
Ectopsocus rileyae,Europe and Central Asia,1992
Ectopsocus strauchi,Europe and Central Asia,1906
Ectopsocus titschacki,Europe and Central Asia,1928
Ectopsocus vachoni,Americas,2003
Edales pandava,Asia and the Pacific,1982
Edaphus lederi,Asia and the Pacific,1981
Edaphus lederi,Europe and Central Asia,1940
Edentostomina cultrata,Europe and Central Asia,1993
Edgeworthia chrysantha,Asia and the Pacific,1843
Edovum puttleri,Americas,1985
Edovum puttleri,Europe and Central Asia,1985
Edwardsiana avellanae,Americas,1950
Edwardsiana candidula,Americas,1943
Edwardsiana crataegi,Americas,1926
Edwardsiana crataegi,Asia and the Pacific,1921
Edwardsiana frustrator,Americas,1946
Edwardsiana lethierryi,Americas,1881
Edwardsiana lethierryi,Asia and the Pacific,1957
Edwardsiana nigriloba,Americas,1966
Edwardsiana plebeja,Americas,1900
Edwardsiana prunicola,Americas,1900
Edwardsiana rosae,Americas,1901
Edwardsiella lineata,Europe and Central Asia,1920
Egeria densa,Africa,1966
Egeria densa,Americas,1913
Egeria densa,Asia and the Pacific,1914
Egeria densa,Europe and Central Asia,1860
Egius platycephalus,Americas,2013
Egretta garzetta,Europe and Central Asia,1950
Ehretia tinifolia,Asia and the Pacific,1843
Ehrharta calycina,Americas,1940
Ehrharta calycina,Asia and the Pacific,1900
Ehrharta calycina,Europe and Central Asia,1982
Ehrharta erecta,Americas,1941
Ehrharta erecta,Asia and the Pacific,1910
Ehrharta erecta,Europe and Central Asia,1838
Ehrharta longiflora,Americas,1992
Ehrharta longiflora,Asia and the Pacific,1867
Ehrharta stipoides,Africa,1982
Ehrharta stipoides,Americas,1916
Ehrharta stipoides,Asia and the Pacific,1988
Ehrharta villosa,Asia and the Pacific,1946
Eichhornia azurea,Americas,1931
Eichhornia crassipes,Africa,1884
Eichhornia crassipes,Americas,1881
Eichhornia crassipes,Asia and the Pacific,952
Eichhornia crassipes,Europe and Central Asia,1936
Eichhornia diversifolia,Africa,1935
Eichhornia diversifolia,Americas,1883
Eichhornia diversifolia,Europe and Central Asia,2005
Eidmannella pallida,Americas,1973
Eidmannella pallida,Asia and the Pacific,2009
Eiphosoma dentator,Africa,1953
Eisenia andrei,Americas,1950
Eisenia carolinensis,Europe and Central Asia,1976
Eisenia fetida,Americas,1983
Eisenia fetida,Europe and Central Asia,1988
Eisenia japonica,Europe and Central Asia,1940
Elachista nigrella,Americas,1984
Elaeagnus angustifolia,Americas,1894
Elaeagnus angustifolia,Asia and the Pacific,1888
Elaeagnus angustifolia,Europe and Central Asia,1562
Elaeagnus argentea,Europe and Central Asia,1910
Elaeagnus commutata,Asia and the Pacific,1888
Elaeagnus commutata,Europe and Central Asia,1882
Elaeagnus macrophylla,Europe and Central Asia,2005
Elaeagnus pungens,Asia and the Pacific,1958
Elaeagnus pungens,Europe and Central Asia,1865
Elaeagnus reflexa,Asia and the Pacific,1940
Elaeagnus submacrophylla,Europe and Central Asia,1988
Elaeagnus umbellata,Americas,1950
Elaeagnus umbellata,Asia and the Pacific,1888
Elaeagnus umbellata,Europe and Central Asia,1865
Elaeidobius subvittatus,Americas,1985
Elaeis guineensis,Americas,1600
Elaeis oleifera,Asia and the Pacific,1888
Elaeocarpus argenteus,Americas,2005
Elaeocarpus reticulatus,Asia and the Pacific,1898
Elaeodendron australe,Asia and the Pacific,1888
Elaphe climacophora,Asia and the Pacific,1984
Elaphe schrenckii,Europe and Central Asia,1995
Elaphe taeniura,Asia and the Pacific,1958
Elaphoidella bidens,Americas,2005
Elaphropus parvulus,Americas,1940
Elaphropus parvulus,Europe and Central Asia,1887
Elaphurus davidianus,Europe and Central Asia,1952
Elasmopus,Americas,1937
Elasmopus pectenicrus,Africa,1924
Elasmopus pectenicrus,Europe and Central Asia,1952
Elasmopus rapax,Americas,1948
Elates ransonnettii,Europe and Central Asia,2005
Elatine alsinastrum,Europe and Central Asia,1842
Elatine ambigua,Americas,1946
Elatine ambigua,Europe and Central Asia,1951
Elatine triandra,Americas,1865
Elatobium abietinum,Americas,1900
Elatobium abietinum,Asia and the Pacific,1921
Elatobium abietinum,Europe and Central Asia,1900
Electra pilosa,Asia and the Pacific,1860
Electra pilosa,Europe and Central Asia,2003
Electroma vexillum,Europe and Central Asia,2002
Eleleides chloris,Asia and the Pacific,1934
Eleocharis acuta,Asia and the Pacific,1965
Eleocharis atropurpurea,Asia and the Pacific,1972
Eleocharis atropurpurea,Europe and Central Asia,1982
Eleocharis dulcis,Americas,1961
Eleocharis engelmannii,Europe and Central Asia,2006
Eleocharis exigua,Americas,1917
Eleocharis geniculata,Americas,1909
Eleocharis geniculata,Asia and the Pacific,2010
Eleocharis mamillata,Europe and Central Asia,2014
Eleocharis minuta,Asia and the Pacific,1875
Eleocharis obtusa,Americas,1852
Eleocharis obtusa,Europe and Central Asia,1911
Eleocharis olivacea,Europe and Central Asia,1974
Eleocharis pachycarpa,Americas,1919
Eleocharis pachycarpa,Asia and the Pacific,1900
Eleocharis palustris,Americas,1854
Eleocharis parodii,Asia and the Pacific,1977
Eleocharis quadrangulata,Americas,1948
Eleotris oxycephala,Asia and the Pacific,1988
Elephantinosoma chnumi,Europe and Central Asia,2003
Elephantopus mollis,Africa,1950
Elephantopus mollis,Americas,1926
Elephantopus mollis,Asia and the Pacific,1906
Elephantopus scaber,Asia and the Pacific,1943
Elephantopus tomentosus,Asia and the Pacific,1894
Elephas maximus,Asia and the Pacific,1390
Elettaria cardamomum,Asia and the Pacific,1996
Eleusine africana,Europe and Central Asia,1978
Eleusine coracana,Americas,1891
Eleusine coracana,Asia and the Pacific,1838
Eleusine coracana,Europe and Central Asia,1857
Eleusine indica,Africa,1912
Eleusine indica,Americas,1852
Eleusine indica,Asia and the Pacific,1760
Eleusine indica,Europe and Central Asia,1772
Eleusine multiflora,Americas,1950
Eleusine tristachya,Americas,1915
Eleusine tristachya,Asia and the Pacific,1884
Eleusine tristachya,Europe and Central Asia,1844
Eleutheranthera ruderalis,Africa,1954
Eleutheranthera ruderalis,Asia and the Pacific,1918
Eleutheranthera ruderalis,Europe and Central Asia,1934
Eleutherine bulbosa,Americas,1881
Eleutherine bulbosa,Asia and the Pacific,1982
Eleutherococcus senticosus,Europe and Central Asia,1865
Eleutherodactylus antillensis,Americas,1936
Eleutherodactylus coqui,Americas,1960
Eleutherodactylus coqui,Asia and the Pacific,2004
Eleutherodactylus johnstonei,Americas,1879
Eleutherodactylus martinicensis,Americas,1970
Eleutherodactylus martinicensis,Europe and Central Asia,1952
Eleutherodactylus planirostris,Americas,1863
Eleutherodactylus planirostris,Asia and the Pacific,2003
Eleutherodactylus portoricensis,Americas,1964
Elimia virginica,Americas,1860
Eliomys quercinus,Europe and Central Asia,-2500
Elipsocus hyalinus,Americas,2003
Elixothrips brevisetis,Americas,1994
Elleschus bipunctatus,Americas,1916
Ellisiophyllum pinnatum,Europe and Central Asia,2008
Elodea,Europe and Central Asia,1918
Elodea callitrichoides,Europe and Central Asia,1948
Elodea canadensis,Americas,1891
Elodea canadensis,Asia and the Pacific,1871
Elodea canadensis,Europe and Central Asia,1836
Elodea nuttallii,Americas,1982
Elodea nuttallii,Asia and the Pacific,1931
Elodea nuttallii,Europe and Central Asia,1939
Elsholtzia ciliata,Americas,1887
Elsholtzia ciliata,Europe and Central Asia,1789
Elsholtzia communis,Asia and the Pacific,1973
Elsholtzia stauntonii,Europe and Central Asia,1964
Elsinoe batatas,Americas,1967
Elsinoe populi,Asia and the Pacific,1941
Eluma caelata,Europe and Central Asia,1908
Elumoides monocellatus,Americas,1969
Elymus athericus,Europe and Central Asia,1921
Elymus canadensis,Europe and Central Asia,1895
Elymus caninus,Americas,1900
Elymus caput-medusae,Americas,1914
Elymus pungens,Asia and the Pacific,1982
Elymus repens,Africa,1982
Elymus repens,Americas,1650
Elymus repens,Asia and the Pacific,1827
Elymus repens,Europe and Central Asia,1838
Elymus sibiricus,Americas,1967
Elymus sibiricus,Europe and Central Asia,1807
Elymus smithii,Americas,1923
Elymus smithii,Asia and the Pacific,1980
Elymus spicatus,Asia and the Pacific,1980
Elymus tsukushiensis,Americas,1903
Elymus violaceus,Asia and the Pacific,1980
Elysia grandifolia,Europe and Central Asia,1905
Elysia ornata,Europe and Central Asia,2001
Elysia tomentosa,Europe and Central Asia,2001
Elysia viridis,Europe and Central Asia,2002
Elytraria imbricata,Americas,1939
Elytrigia repens repens,Europe and Central Asia,2008
Emberiza bruniceps,Europe and Central Asia,1937
Emberiza cirlus,Asia and the Pacific,1869
Emberiza citrinella,Americas,1872
Emberiza citrinella,Asia and the Pacific,1862
Embidopsocus minor,Europe and Central Asia,1931
Embidopsocus pauliani,Americas,1967
Embothrium coccineum,Asia and the Pacific,1986
Emertonella taczanowskii,Asia and the Pacific,1967
Emesopsis nubila,Americas,1954
Emex spinosa,Americas,1838
Emex spinosa,Asia and the Pacific,1911
Emex spinosa,Europe and Central Asia,1838
Emilia coccinea,Americas,1909
Emilia fosbergii,Americas,1895
Emilia fosbergii,Asia and the Pacific,1997
Emilia fosbergii,Europe and Central Asia,1813
Emilia praetermissa,Asia and the Pacific,1997
Emilia sonchifolia,Africa,1928
Emilia sonchifolia,Americas,1881
Emilia sonchifolia,Asia and the Pacific,1899
Emilia sonchifolia,Europe and Central Asia,1974
Emilia sonchifolia sonchifolia,Americas,1931
Emiliania huxleyi,Europe and Central Asia,2004
Emmericia patula,Europe and Central Asia,1960
Emmesomyia socia,Americas,1970
Emoia impar,Americas,400
Empicoris rubromaculatus,Europe and Central Asia,1914
Emplesis bifoveata,Asia and the Pacific,1998
Empoasea eanavalia,Americas,1989
Empria candidata,Americas,1950
Empyreuma affinis,Americas,1978
Emys orbicularis,Europe and Central Asia,1669
Enallagma civile,Americas,1936
Enarmonia formosana,Americas,1990
Enarthrocarpus lyratus,Europe and Central Asia,1837
Encarsia acaudaleyrodis,Europe and Central Asia,1999
Encarsia aurantii,Americas,1887
Encarsia aurantii,Europe and Central Asia,1941
Encarsia azimi,Europe and Central Asia,1996
Encarsia berlesei,Europe and Central Asia,1907
Encarsia citrina,Americas,1889
Encarsia citrina,Asia and the Pacific,1920
Encarsia citrina,Europe and Central Asia,1915
Encarsia clypealis,Americas,1950
Encarsia cubensis,Americas,2008
Encarsia diaspidicola,Americas,1991
Encarsia diaspidicola,Europe and Central Asia,1909
Encarsia fasciata,Europe and Central Asia,1917
Encarsia formosa,Americas,1943
Encarsia formosa,Asia and the Pacific,1931
Encarsia formosa,Europe and Central Asia,1964
Encarsia guadeloupae,Europe and Central Asia,2000
Encarsia herndoni,Europe and Central Asia,1987
Encarsia hispida,Americas,1998
Encarsia hispida,Europe and Central Asia,1992
Encarsia inaron,Americas,1992
Encarsia inaron,Asia and the Pacific,1997
Encarsia inquirenda,Europe and Central Asia,1979
Encarsia koebelei,Asia and the Pacific,1989
Encarsia lahorensis,Europe and Central Asia,1973
Encarsia lounsburyi,Americas,1940
Encarsia lounsburyi,Europe and Central Asia,1921
Encarsia lutea,Americas,1998
Encarsia meritoria,Europe and Central Asia,1990
Encarsia mineoi,Americas,1998
Encarsia opulenta,Africa,1966
Encarsia opulenta,Americas,1949
Encarsia pergandiella,Americas,1991
Encarsia pergandiella,Asia and the Pacific,1975
Encarsia pergandiella,Europe and Central Asia,1978
Encarsia perniciosi,Americas,1943
Encarsia perniciosi,Asia and the Pacific,1959
Encarsia perniciosi,Europe and Central Asia,1950
Encarsia perplexa,Americas,1999
Encarsia porteri,Europe and Central Asia,1993
Encarsia protransvena,Europe and Central Asia,1998
