Taxon,Region,FirstRecord
Tamarix chinensis,Americas,1910
Tamarix gallica,Americas,1894
Tamarix parviflora,Americas,1895
Tamarix ramosissima,Africa,1923
Tamarix ramosissima,Americas,1908
Tamias sibiricus,Asia and the Pacific,1978
Tamias sibiricus,Europe and Central Asia,1969
Tanacetum vulgare,Americas,1882
Tanichthys albonubes,Americas,1971
Tapinoma melanocephalum,Africa,1930
Tapinoma melanocephalum,Americas,1905
Tapinoma melanocephalum,Asia and the Pacific,1918
Taraxacum erythrospermum,Americas,1902
Taraxacum officinale,Asia and the Pacific,1886
Tarebia granifera,Africa,2005
Tarebia granifera,Americas,1947
Tarophagus colocasiae,Americas,2015
Taxus media,Europe and Central Asia,1897
Technomyrmex albipes,Africa,1887
Tecoma capensis,Asia and the Pacific,1957
Tecoma stans,Africa,1858
Tecoma stans,Americas,1871
Tectaria incisa,Americas,1970
Telekia speciosa,Europe and Central Asia,1814
Temora turbinata,Americas,1980
Tenrec ecaudatus,Africa,1845
Teredo navalis,Europe and Central Asia,1953
Tetragonia tetragonioides,Americas,1891
Tetrancistrum polymorphum,Europe and Central Asia,1971
Tetrancistrum strophosolenus,Europe and Central Asia,1971
Tetrancistrum suezicum,Europe and Central Asia,1971
Tetranychus urticae,Asia and the Pacific,1978
Tetropium fuscum,Americas,1990
Thaumastocoris peregrinus,Americas,2008
Theba pisana,Africa,1881
Themeda triandra,Asia and the Pacific,1864
Thinopyrum elongatum,Americas,1903
Thinopyrum intermedium,Americas,1889
Thinopyrum pycnanthum,Asia and the Pacific,1968
Thladiantha dubia,Europe and Central Asia,1899
Thlaspi arvense,Americas,1902
Threskiornis aethiopicus,Europe and Central Asia,1975
Thrips calcaratus,Americas,1925
Thrips palmi,Asia and the Pacific,1978
Thrips simplex,Europe and Central Asia,1947
Thunbergia alata,Americas,1865
Thymelaea passerina,Americas,1989
Thymus praecox,Americas,1952
Thymus vulgaris,Asia and the Pacific,1926
Tilia platyphyllos,Europe and Central Asia,1815
Tinca tinca,Asia and the Pacific,1927
Tinca tinca,Europe and Central Asia,1800
Tineola bisselliella,Europe and Central Asia,1924
Tipuana tipu,Africa,1916
Tithonia diversifolia,Asia and the Pacific,1910
Tithonia rotundifolia,Africa,1944
Tomicus piniperda,Americas,1991
Toona ciliata,Africa,1902
Torilis arvensis,Americas,1905
Torilis japonica,Americas,1941
Toxicodendron succedaneum,Africa,1932
Trachemys scripta,Americas,1972
Trachemys scripta,Asia and the Pacific,1961
Trachemys scripta,Europe and Central Asia,1970
Trachycarpus fortunei,Asia and the Pacific,1959
Trachycarpus fortunei,Europe and Central Asia,1834
Tradescantia fluminensis,Americas,1936
Tradescantia fluminensis,Asia and the Pacific,1916
Tradescantia fluminensis,Europe and Central Asia,1884
Tragopogon dubius,Americas,1905
Tragopogon porrifolius,Americas,1877
Trapa natans,Americas,1867
Triadica sebifera,Americas,1998
Trialeurodes vaporariorum,Asia and the Pacific,1943
Tribolium destructor,Europe and Central Asia,1957
Tribulus terrestris,Americas,1891
Tricellaria inopinata,Europe and Central Asia,1982
Trichorhina tomentosa,Europe and Central Asia,1896
Trichosurus vulpecula,Asia and the Pacific,1858
Tridax procumbens,Asia and the Pacific,1830
Trifolium arvense,Americas,1818
Trifolium aureum,Americas,1787
Trifolium campestre,Americas,1887
Trifolium dubium,Americas,1818
Trifolium hirtum,Americas,1947
Trifolium hybridum,Americas,1889
Trifolium hybridum,Europe and Central Asia,1791
Trifolium incarnatum,Americas,1894
Trifolium pratense,Americas,1672
Trifolium pratense,Asia and the Pacific,1909
Trifolium repens,Americas,1665
Trifolium repens,Asia and the Pacific,1909
Trifolium repens repens,Asia and the Pacific,1846
Trifolium resupinatum,Americas,1941
Trifolium subterraneum,Americas,1921
Triodanis perfoliata,Asia and the Pacific,1911
Tripleurospermum inodorum,Americas,1880
Tripleurospermum inodorum,Europe and Central Asia,1884
Trisetum flavescens,Europe and Central Asia,1806
Tritia neritea,Europe and Central Asia,1970
Triticum aestivum,Americas,1880
Triturus carnifex,Europe and Central Asia,1973
Trochus erithreus,Europe and Central Asia,1985
Trogoderma granarium,Asia and the Pacific,1962
Trogoderma versicolor,Europe and Central Asia,1984
Tropaeolum majus,Asia and the Pacific,1882
Tropaeolum majus,Europe and Central Asia,1966
Tropaeolum pentaphyllum,Asia and the Pacific,1959
Tropaeolum speciosum,Asia and the Pacific,1945
Tsuga heterophylla,Europe and Central Asia,1890
Tubastraea coccinea,Americas,1980
Tubastraea tagusensis,Americas,1980
Tubificoides benedii,Europe and Central Asia,1916
Tupiocoris rhododendri,Europe and Central Asia,2002
Turcogammarus aralensis,Europe and Central Asia,1956
Tussilago farfara,Americas,1818
Tussilago farfara,Asia and the Pacific,1975
Typha angustifolia,Americas,1813
Typha angustifolia,Asia and the Pacific,1965
Tyto alba,Africa,1951
Ugni molinae,Asia and the Pacific,1959
Ulex europaeus,Africa,1858
Ulex europaeus,Americas,1840
Ulex europaeus,Asia and the Pacific,1867
Ulex europaeus,Europe and Central Asia,1835
Ulmus hollandica,Asia and the Pacific,1940
Ulmus minor,Europe and Central Asia,1834
Ulmus parvifolia,Americas,1955
Ulmus procera,Americas,2003
Ulmus pumila,Americas,1940
Ulva australis,Europe and Central Asia,1993
Umbra pygmaea,Europe and Central Asia,1920
Unaspis euonymi,Europe and Central Asia,1884
Unaspis yanonensis,Asia and the Pacific,1907
Undaria pinnatifida,Americas,1992
Undaria pinnatifida,Europe and Central Asia,1971
Upeneus moluccensis,Europe and Central Asia,1942
Upeneus pori,Africa,2003
Upeneus pori,Europe and Central Asia,1942
Urena lobata,Asia and the Pacific,1832
Urophora affinis,Americas,1973
Urosalpinx cinerea,Europe and Central Asia,1927
Urtica dioica,Asia and the Pacific,1869
Urtica urens,Americas,1861
Utricularia gibba,Asia and the Pacific,1978
Utricularia inflata,Asia and the Pacific,1990
Vachellia aroma,Americas,1955
Vachellia karroo,Europe and Central Asia,1930
Valeriana officinalis,Americas,1857
Vallisneria spiralis,Asia and the Pacific,1896
Varanus niloticus,Americas,1981
Varroa destructor,Europe and Central Asia,1998
Ventenata dubia,Americas,1979
Venturia saliciperda,Americas,1927
Verbascum blattaria,Americas,1881
Verbascum speciosum,Europe and Central Asia,1934
Verbascum thapsus,Americas,1600
Verbascum thapsus,Asia and the Pacific,1870
Verbena bonariensis,Americas,1924
Verbena bonariensis,Asia and the Pacific,1940
Verbena brasiliensis,Asia and the Pacific,1957
Verbena incompta,Americas,1887
Verbesina alternifolia,Asia and the Pacific,1961
Verbesina encelioides,Europe and Central Asia,1970
Veronica anagallis-aquatica,Asia and the Pacific,1867
Veronica arvensis,Americas,1884
Veronica arvensis,Asia and the Pacific,1870
Veronica beccabunga,Americas,1743
Veronica chamaedrys,Americas,1872
Veronica filiformis,Americas,1912
Veronica filiformis,Europe and Central Asia,1938
Veronica hederifolia,Americas,1950
Veronica hederifolia,Asia and the Pacific,1980
Veronica longifolia,Americas,1629
Veronica officinalis,Americas,1921
Veronica peregrina,Asia and the Pacific,1870
Veronica persica,Americas,1882
Veronica persica,Asia and the Pacific,1887
Veronica persica,Europe and Central Asia,1550
Veronica polita,Asia and the Pacific,1406
Veronica serpyllifolia,Americas,1907
Vespa velutina,Europe and Central Asia,2004
Vespula germanica,Americas,1969
Vespula germanica,Asia and the Pacific,1945
Vespula vulgaris,Asia and the Pacific,1978
Vibrio cholerae,Americas,1999
Viburnum lantana,Americas,1917
Viburnum lantana,Europe and Central Asia,1842
Viburnum opulus,Americas,1997
Viburnum plicatum,Americas,2000
Viburnum tinus,Americas,2002
Vicia cracca,Americas,1838
Vicia sativa,Americas,1880
Vicia tetrasperma,Americas,1838
Vicia villosa,Americas,1895
Vicia villosa,Asia and the Pacific,1932
Vicicitus globosus,Europe and Central Asia,2002
Vinca major,Americas,1901
Vinca major,Asia and the Pacific,1869
Vinca minor,Americas,1938
Vinca minor,Europe and Central Asia,1551
Vincetoxicum hirundinaria,Americas,1916
Vincetoxicum nigrum,Americas,1913
Vincetoxicum rossicum,Americas,1880
Vincetoxicum rossicum,Europe and Central Asia,1865
Viola odorata,Americas,1901
Viola tricolor,Americas,1718
Vitis vinifera,Americas,1895
Vitis vinifera,Asia and the Pacific,1869
Viverricula indica,Africa,1150
Volutaria tubuliflora,Americas,1987
Vulpes vulpes,Asia and the Pacific,1885
Vulpia bromoides,Americas,1909
Vulpia myuros,Americas,1875
Waltheria indica,Asia and the Pacific,1861
Washingtonia robusta,Americas,1880
Wasmannia auropunctata,Africa,1914
Wasmannia auropunctata,Americas,1902
Wasmannia auropunctata,Asia and the Pacific,1974
Wasmannia auropunctata,Europe and Central Asia,2006
Watersipora arcuata,Asia and the Pacific,1889
Watersipora subatra,Europe and Central Asia,1968
Watersipora subtorquata,Africa,1937
Watersipora subtorquata,Europe and Central Asia,2006
Watsonia meriana,Americas,1951
Watsonia meriana,Asia and the Pacific,1882
Wisteria sinensis,Asia and the Pacific,1976
Xanthium albinum,Europe and Central Asia,1928
Xanthium orientale,Asia and the Pacific,1991
Xanthium spinosum,Africa,1724
Xanthium spinosum,Americas,1876
Xanthium spinosum,Asia and the Pacific,1867
Xanthium spinosum,Europe and Central Asia,1704
Xanthium strumarium,Africa,1893
Xanthium strumarium,Asia and the Pacific,1893
Xanthium strumarium,Europe and Central Asia,1861
Xanthogaleruca luteola,Americas,1834
Xenopus laevis,Americas,1900
Xenopus laevis,Asia and the Pacific,1954
Xenopus laevis,Europe and Central Asia,1955
Xenostrobus securis,Asia and the Pacific,1971
Xenostrobus securis,Europe and Central Asia,1991
Xeranthemum annuum,Europe and Central Asia,2001
Xiphophorus hellerii,Europe and Central Asia,1944
Xiphophorus maculatus,Americas,1971
Xyleborus germanus,Europe and Central Asia,2000
Xyleborus glabratus,Americas,2002
Xylocopa tranquebarorum,Asia and the Pacific,2006
Xylosandrus compactus,Americas,1941
Xylosandrus crassiusculus,Americas,1974
Xylosandrus germanus,Americas,1982
Xylotrechus stebbingi,Europe and Central Asia,1990
Xystrocera globosa,Europe and Central Asia,2002
Zabrotes subfasciatus,Asia and the Pacific,1975
Zamenis longissimus,Europe and Central Asia,1965
Zantedeschia aethiopica,Americas,1937
Zantedeschia aethiopica,Asia and the Pacific,1869
Zaprionus indianus,Americas,2005
Zinnia peruviana,Asia and the Pacific,1900
Zizania aquatica,Europe and Central Asia,1931
Zizania latifolia,Asia and the Pacific,1906
Zizania latifolia,Europe and Central Asia,1884
Ziziphus mauritiana,Africa,1950
Zophobas atratus,Europe and Central Asia,1975
Zostera japonica,Americas,1951
Zygophyllum fabago,Americas,1926
